caption,dataset,category
there is a wooden chair next to a wooden chair.,vidstg,1.1 Relative Position
an adult man in gray speaks to a child in white.,vidstg,1.4 Communicative Acts
an adult man in gray speaks to a child in white.,vidstg,1.4 Communicative Acts
there is a black and white duck away from another duck in the water.,vidstg,1.1 Relative Position
an adult man in black squeezes a white toy.,vidstg,1.2.2 Manipulative Contact
an adult watches a child in white clothes.,vidstg,1.3.1 Gaze
a girl child is away from an adult in white clothes.,vidstg,1.1 Relative Position
a child in mint green is towards a white sports ball on the ground.,vidstg,1.1 Relative Position
a baby leans on an adult on the grass.,vidstg,1.2.1 Supportive Contact
a baby leans on an adult on the grass.,vidstg,1.2.1 Supportive Contact
there is a white dog shouting at a brown dog.,vidstg,1.4 Communicative Acts
an adult man in red points to a child in black.,vidstg,1.3.2 Indicative Gesture
an adult on the right holds hand of an adult on the left on stage.,vidstg,1.2.3 Social/Affectionate Contact
an adult on the right holds hand of an adult on the left on stage.,vidstg,1.2.3 Social/Affectionate Contact
an adult in white is next to another adult in black.,vidstg,1.1 Relative Position
the sports bule ball is towards yellow ball.,vidstg,1.1 Relative Position
there is a cat leaning on a toy.,vidstg,1.2.1 Supportive Contact
an adult in red holds hand of another adult in black on the floor.,vidstg,1.2.2 Manipulative Contact
a child in white watches another child at home.,vidstg,1.3.1 Gaze
there is a dog towards an adult in the wild.,vidstg,1.1 Relative Position
there is the guitar behind an adult on stage.,vidstg,1.1 Relative Position
an adult with glasses is next to a baby on a hospital bed.,vidstg,1.1 Relative Position
an adult in white is watching the adult in black.,vidstg,1.3.1 Gaze
an adult woman in black is behind a child in white.,vidstg,1.1 Relative Position
there is a rat behind another hamster.,vidstg,1.1 Relative Position
an adult in black on the right is next to a cup in a karaoke room.,vidstg,1.1 Relative Position
a child in blue holds a toy at home.,vidstg,1.2.2 Manipulative Contact
a child in blue holds a toy at home.,vidstg,1.2.2 Manipulative Contact
a child in blue holds a toy at home.,vidstg,1.2.2 Manipulative Contact
a child in blue holds a toy at home.,vidstg,1.2.2 Manipulative Contact
a child in blue holds a toy at home.,vidstg,1.2.2 Manipulative Contact
an adult woman in white is towards another adult man in black.,vidstg,1.1 Relative Position
an adult man in black uses a laptop in a room.,vidstg,1.2.2 Manipulative Contact
an adult man in black uses a laptop in a room.,vidstg,1.2.2 Manipulative Contact
an adult woman in red rides a white watercraft on the water.,vidstg,3.0 Spatio-Temporal Interactions (Composite)
a child leans on an adult on the ground.,vidstg,1.2.1 Supportive Contact
an adult in black holds hand of a child on the ground.,vidstg,1.2.2 Manipulative Contact
an adult wearing yellow pants is next to a table.,vidstg,1.1 Relative Position
an adult wearing black shoes is above a white dog.,vidstg,1.1 Relative Position
an adult woman in jeans is towards a glass cup outdoors.,vidstg,1.1 Relative Position
there is a table in white beneath a green toy.,vidstg,1.1 Relative Position
there is adult in front of the adult.,vidstg,1.1 Relative Position
an adult caresses a white cat on the ground.,vidstg,1.2.2 Manipulative Contact
there is a bicycle in front of a child in the big room.,vidstg,1.1 Relative Position
there are the guitar in front of an adult inside a room.,vidstg,1.1 Relative Position
an adult holds a toy in the room.,vidstg,1.2.2 Manipulative Contact
an adult holds a toy in the room.,vidstg,1.2.2 Manipulative Contact
an adult holds a toy in the room.,vidstg,1.2.2 Manipulative Contact
an adult holds a toy in the room.,vidstg,1.2.2 Manipulative Contact
an adult holds a toy in the room.,vidstg,1.2.2 Manipulative Contact
an adult in white clothes is above a watercraft.,vidstg,1.1 Relative Position
the adult in white bites the bread not suspended by others in a game.,vidstg,2.4 Durational States & Non-Actions
an adult holds a cellphone on stage.,vidstg,1.2.2 Manipulative Contact
an adult is in front of a child.,vidstg,1.1 Relative Position
an adult in black is behind the guitar at home.,vidstg,1.1 Relative Position
there is a ski beneath an adult on the snow.,vidstg,1.1 Relative Position
an adult with golden hair is away from another adult in church.,vidstg,1.1 Relative Position
a child in black watches a cellphone in the living room.,vidstg,1.3.1 Gaze
there is a toy away a child in red on the floor.,vidstg,1.1 Relative Position
there is an elephant on the left next to another elephant in the middle.,vidstg,1.1 Relative Position
there is a chair behind an adult inside a room.,vidstg,1.1 Relative Position
an adult in olive clothes plays the piano.,vidstg,2.4 Durational States & Non-Actions
an adult in olive clothes plays the piano.,vidstg,2.4 Durational States & Non-Actions
an adult in olive clothes plays the piano.,vidstg,2.4 Durational States & Non-Actions
there is a small panda leaning on another big panda on a hammock.,vidstg,1.2.1 Supportive Contact
there is a gray dog leaning on a beige sofa.,vidstg,1.2.1 Supportive Contact
there is a gray dog leaning on a beige sofa.,vidstg,1.2.1 Supportive Contact
there is a white chair behind an adult in white in the training room.,vidstg,1.1 Relative Position
a child in white grabs a toy in the room.,vidstg,1.2.2 Manipulative Contact
a child in white grabs a toy in the room.,vidstg,1.2.2 Manipulative Contact
a child in white grabs a toy in the room.,vidstg,1.2.2 Manipulative Contact
a child in white grabs a toy in the room.,vidstg,1.2.2 Manipulative Contact
a child in white grabs a toy in the room.,vidstg,1.2.2 Manipulative Contact
a child in white grabs a toy in the room.,vidstg,1.2.2 Manipulative Contact
a child in white grabs a toy in the room.,vidstg,1.2.2 Manipulative Contact
a child in white grabs a toy in the room.,vidstg,1.2.2 Manipulative Contact
a child in white grabs a toy in the room.,vidstg,1.2.2 Manipulative Contact
an adult holds a yellow toy on the bed.,vidstg,1.2.2 Manipulative Contact
an adult holds a yellow toy on the bed.,vidstg,1.2.2 Manipulative Contact
an adult holds a yellow toy on the bed.,vidstg,1.2.2 Manipulative Contact
an adult touches another adult in black in the room.,vidstg,1.2.2 Manipulative Contact
an adult wearing beige pants waves a bat.,vidstg,1.3.2 Indicative Gesture
an adult in purple is behind a ski in the snow.,vidstg,1.1 Relative Position
a child in red clothes is away from another child in green clothes.,vidstg,1.1 Relative Position
an adult in green is towards an aircraft at the airport.,vidstg,1.1 Relative Position
a child wearing orange pants is towards a sports ball.,vidstg,1.3.1 Gaze
an adult man in white is above a black chair in the playground.,vidstg,1.1 Relative Position
there is a table beneath a dish in the room.,vidstg,1.1 Relative Position
there is a silver monitor beneath a black screen in the studio.,vidstg,1.1 Relative Position
a child holds a ball on the bed.,vidstg,1.2.2 Manipulative Contact
a child holds a ball on the bed.,vidstg,1.2.2 Manipulative Contact
a child holds a ball on the bed.,vidstg,1.2.2 Manipulative Contact
a child holds a ball on the bed.,vidstg,1.2.2 Manipulative Contact
a child holds a ball on the bed.,vidstg,1.2.2 Manipulative Contact
an adult in black clothes carries a blue backpack.,vidstg,1.2.2 Manipulative Contact
a white adult is next to a golden dog outdoors.,vidstg,1.1 Relative Position
there is a toy behind a child in the bedroom.,vidstg,1.1 Relative Position
an adult wearing a hat is inside a car.,vidstg,1.0 Spatial Relationships (Static)
a baby in red is inside a purple baby seat.,vidstg,1.1 Relative Position
a baby in red is inside a purple baby seat.,vidstg,1.1 Relative Position
a baby in red is inside a purple baby seat.,vidstg,1.1 Relative Position
a baby in red is inside a purple baby seat.,vidstg,1.1 Relative Position
a baby in red is inside a purple baby seat.,vidstg,1.1 Relative Position
an adult in gray is in front of another adult with blond hair.,vidstg,1.1 Relative Position
there is a sofa beneath a toy at home.,vidstg,1.1 Relative Position
an adult in gray clothes is above a motorcycle.,vidstg,1.1 Relative Position
an adult woman in black is above a ski in the snow.,vidstg,1.1 Relative Position
an adult in blue is towards another adult in green.,vidstg,1.1 Relative Position
the adult is speak to the another adult.,vidstg,1.4 Communicative Acts
the adult is speak to the another adult.,vidstg,1.4 Communicative Acts
there is a purple toy next to an orange toy.,vidstg,1.1 Relative Position
there is a chair behind a child inside a room.,vidstg,1.1 Relative Position
there is a yellow bottle above a wooden table at home.,vidstg,1.1 Relative Position
there is a ball orange in front of a child in plaid shirt.,vidstg,1.1 Relative Position
there is a black sofa behind a child in yellow in the living room.,vidstg,1.1 Relative Position
a child in black holds a toy in white in the living room.,vidstg,1.2.2 Manipulative Contact
a child in black holds a toy in white in the living room.,vidstg,1.2.2 Manipulative Contact
a child in black holds a toy in white in the living room.,vidstg,1.2.2 Manipulative Contact
a child in black holds a toy in white in the living room.,vidstg,1.2.2 Manipulative Contact
a child in black holds a toy in white in the living room.,vidstg,1.2.2 Manipulative Contact
a child in black holds a toy in white in the living room.,vidstg,1.2.2 Manipulative Contact
an adult is away from another adult on stage.,vidstg,1.1 Relative Position
there is a hamster above a sink in the washroom.,vidstg,1.1 Relative Position
an adult pulls a white dog on the floor.,vidstg,3.2 Object Transference
an adult man in white is next to a chair.,vidstg,1.1 Relative Position
an adult is away from a chair in a gym.,vidstg,1.1 Relative Position
a child leans on an adult on the ground.,vidstg,1.2.1 Supportive Contact
a child leans on an adult on the ground.,vidstg,1.2.1 Supportive Contact
a baby in white clothes is next to another baby in red clothes.,vidstg,1.1 Relative Position
a child leans on an adult with striped shirt in the living room.,vidstg,1.2.1 Supportive Contact
there is a table beneath a toy at home.,vidstg,1.1 Relative Position
an adult is towards another adult in the yard.,vidstg,1.1 Relative Position
an adult is above a ski on the snow.,vidstg,1.1 Relative Position
a child in orange leans on an adult woman in black in a room.,vidstg,1.2.1 Supportive Contact
an adult in black touches a toy in the playground.,vidstg,1.2.2 Manipulative Contact
an adult man in blue kicks a white ball on the ground.,vidstg,3.3 Instantaneous Motion & Impact
an adult is away from another adult in the room.,vidstg,1.1 Relative Position
there is a yellow dog smelling a cat on the ground.,vidstg,1.3.1 Gaze
a child is away a chair on the floor.,vidstg,3.2 Object Transference
an adult in blue is towards another adult in black.,vidstg,1.1 Relative Position
there is a cattle towards an another cattle.,vidstg,1.1 Relative Position
an adult in green is towards a bottle in a room.,vidstg,1.1 Relative Position
a child in blue holds a colorful toy in a room.,vidstg,1.2.2 Manipulative Contact
a child in blue holds a colorful toy in a room.,vidstg,1.2.2 Manipulative Contact
an adult in green waves hand to another adult in pink in the room.,vidstg,1.3.2 Indicative Gesture
an adult caresses a white cat at home.,vidstg,1.2.3 Social/Affectionate Contact
an adult in a uniform is in front of another adult in white.,vidstg,1.1 Relative Position
there is a screen behind an adult in a room.,vidstg,1.1 Relative Position
a child in white holds a yellow toy in the room.,vidstg,1.2.2 Manipulative Contact
a child in white holds a yellow toy in the room.,vidstg,1.2.2 Manipulative Contact
an adult in blue is away another adult in white outdoors.,vidstg,3.1.1 Approach & Depart
an adult in white is watching the adult in black.,vidstg,1.3.1 Gaze
an adult in beige clothes is above a bicycle.,vidstg,1.1 Relative Position
an adult is away from another adult in white outdoors.,vidstg,1.1 Relative Position
a child in pink leans on a white table in the classroom.,vidstg,1.2.1 Supportive Contact
a child in pink leans on a white table in the classroom.,vidstg,1.2.1 Supportive Contact
an adult wearing a black hat plays the guitar.,vidstg,1.2.2 Manipulative Contact
an adult wearing a black hat plays the guitar.,vidstg,1.2.2 Manipulative Contact
an adult woman in gray is in front of another adult woman in white.,vidstg,1.1 Relative Position
a child in red clothes is towards another child.,vidstg,1.1 Relative Position
an adult in red is next to the vegetables at home.,vidstg,1.1 Relative Position
there is a dog on the left pressing another dog on the right.,vidstg,1.2.2 Manipulative Contact
there is a brown dog smelling a child in red on the floor.,vidstg,1.3.1 Gaze
there is a clue baby seat next to a dog on the ground.,vidstg,1.1 Relative Position
an adult leans on a sofa at home.,vidstg,1.2.1 Supportive Contact
the adult is behind another adult in black.,vidstg,1.1 Relative Position
an adult in purple clothes holds a dog.,vidstg,1.2.2 Manipulative Contact
an adult in purple clothes holds a dog.,vidstg,1.2.2 Manipulative Contact
an adult touches a baby on the stairs.,vidstg,1.2.2 Manipulative Contact
an adult women in white watches another adult.,vidstg,1.3.1 Gaze
an adult in black rides a ski in the snow.,vidstg,3.0 Spatio-Temporal Interactions (Composite)
an adult woman in jeans carries a blue backpack on the road.,vidstg,1.2.2 Manipulative Contact
an adult woman in jeans carries a blue backpack on the road.,vidstg,1.2.2 Manipulative Contact
a baby is inside a baby seat in the kitchen.,vidstg,1.1 Relative Position
a child in black leans on an adult in cyan in the kitchen.,vidstg,1.2.1 Supportive Contact
an adult touches a penguin on the ground.,vidstg,1.2.2 Manipulative Contact
an adult man in black speaks to another adult man in white.,vidstg,1.4 Communicative Acts
an adult man in black speaks to another adult man in white.,vidstg,1.4 Communicative Acts
an adult rides a surfboard on the water.,vidstg,3.1.1 Approach & Depart
an adult rides a surfboard on the water.,vidstg,3.1.1 Approach & Depart
a sheep is in front of an another sheep.,vidstg,1.1 Relative Position
a child is next to a toy in a room.,vidstg,1.1 Relative Position
an adult man in black is above a bicycle outdoors.,vidstg,1.1 Relative Position
an adult is behind another adult inside a room.,vidstg,1.1 Relative Position
there is a silver car behind a white car.,vidstg,1.1 Relative Position
an adult in yellow bites the fruits in the bedroom.,vidstg,1.2.2 Manipulative Contact
a child in pink touches a horse outdoors.,vidstg,1.2.2 Manipulative Contact
a child in pink touches a horse outdoors.,vidstg,1.2.2 Manipulative Contact
an adult in black is towards another adult in gray.,vidstg,1.1 Relative Position
an adult who is seated leans on a table.,vidstg,1.2.1 Supportive Contact
an adult who is seated leans on a table.,vidstg,1.2.1 Supportive Contact
an adult who is seated leans on a table.,vidstg,1.2.1 Supportive Contact
a child in red pants holds a toy.,vidstg,1.2.2 Manipulative Contact
there is a bicycle beneath an adult with black skin.,vidstg,1.1 Relative Position
a baby leans on a baby seat inside a room.,vidstg,1.2.1 Supportive Contact
an adult in black clothes rides a horse.,vidstg,3.1.1 Approach & Depart
an adult in black clothes rides a horse.,vidstg,3.0 Spatio-Temporal Interactions (Composite)
there is a table beneath a toy in red in the room.,vidstg,1.1 Relative Position
a child in yellow is towards a brown sofa at home.,vidstg,1.1 Relative Position
an adult wearing a blue hat pushes a bicycle in the wild.,vidstg,3.1.1 Approach & Depart
there is a dog knocking a sports ball on the grass.,vidstg,3.3 Instantaneous Motion & Impact
there is an orange truck above a yellow bus.,vidstg,1.1 Relative Position
there is a camera above a monitor inside a room.,vidstg,1.1 Relative Position
an adult with glasses is towards a tallest adult.,vidstg,1.1 Relative Position
an adult is behind a black camera in a room.,vidstg,1.1 Relative Position
an adult plays the guitar.,vidstg,1.2.2 Manipulative Contact
an adult is above a baby in the field.,vidstg,1.1 Relative Position
an adult women is next to another adult women.,vidstg,1.1 Relative Position
an adult woman in yellow rides a ski in the snow.,vidstg,2.4 Durational States & Non-Actions
an adult woman in yellow rides a ski in the snow.,vidstg,3.0 Spatio-Temporal Interactions (Composite)
an adult in the middle leans on a table.,vidstg,1.2.1 Supportive Contact
an adult in black pants holds a cup.,vidstg,1.2.2 Manipulative Contact
an adult in black pants holds a cup.,vidstg,1.2.2 Manipulative Contact
an adult in black pants holds a cup.,vidstg,1.2.2 Manipulative Contact
an adult in black pants holds a cup.,vidstg,1.2.2 Manipulative Contact
an adult in black pants holds a cup.,vidstg,1.2.2 Manipulative Contact
an adult in black pants holds a cup.,vidstg,1.2.2 Manipulative Contact
an adult in black pants holds a cup.,vidstg,1.2.2 Manipulative Contact
an adult woman in green points to a child in dark blue.,vidstg,1.3.2 Indicative Gesture
an adult in black is behind a child .,vidstg,1.1 Relative Position
an adult wearing light blue jeans carries a crocodile.,vidstg,1.2.2 Manipulative Contact
an adult man in white is above a bicycle on a road.,vidstg,1.1 Relative Position
an adult is above a skateboard in the playground.,vidstg,1.1 Relative Position
there are the fruits in front of an adult.,vidstg,1.1 Relative Position
an adult in black clothes holds another adult.,vidstg,1.2.2 Manipulative Contact
an adult in black clothes holds another adult.,vidstg,1.2.2 Manipulative Contact
an adult in black clothes holds another adult.,vidstg,1.2.2 Manipulative Contact
an adult in black clothes holds another adult.,vidstg,1.2.2 Manipulative Contact
there is a dog watching an another dog.,vidstg,1.3.1 Gaze
a child in colorful pushes a toy on the floor.,vidstg,3.3 Instantaneous Motion & Impact
a child in colorful pushes a toy on the floor.,vidstg,3.3 Instantaneous Motion & Impact
a child in colorful pushes a toy on the floor.,vidstg,3.3 Instantaneous Motion & Impact
an adult on the right is above a monitor.,vidstg,1.1 Relative Position
there is a blue bottle above a table.,vidstg,1.1 Relative Position
an adult in black touches a baby on the ground.,vidstg,1.2.2 Manipulative Contact
an adult in black touches a baby on the ground.,vidstg,1.2.2 Manipulative Contact
a child rides a scooter on the road.,vidstg,3.1.1 Approach & Depart
there is a cat on the right above a green toy.,vidstg,1.1 Relative Position
an adult man in gray watches a black snake on the wild.,vidstg,1.3.1 Gaze
an adult man in red holds a guitar on the stage.,vidstg,1.2.2 Manipulative Contact
an adult man in red holds a guitar on the stage.,vidstg,1.2.2 Manipulative Contact
an adult is above a watercraft on the lake.,vidstg,1.1 Relative Position
a child in blue clothes touches a female adult.,vidstg,1.2.2 Manipulative Contact
a child leans on a sofa in room.,vidstg,1.2.1 Supportive Contact
there is a white sink beneath a golden faucet in the bathroom.,vidstg,1.1 Relative Position
the adult is waving hand to another adult.,vidstg,1.3.2 Indicative Gesture
adult in a pink suit holds a green cup.,vidstg,1.2.2 Manipulative Contact
an adult in grey clothes is behind the guitar.,vidstg,1.1 Relative Position
an adult holds a bat on the grass.,vidstg,1.2.2 Manipulative Contact
an adult is towards a sports ball on the grass.,vidstg,1.1 Relative Position
an adult man in shorts watches another adult man in shorts on the floor.,vidstg,1.3.1 Gaze
an adult in red clothes is behind another adult in white clothes.,vidstg,1.1 Relative Position
there is a faucet near a cat above a sink.,vidstg,1.1 Relative Position
a child in red clothes rides a toy.,vidstg,2.4 Durational States & Non-Actions
an adult watches a microwave in the kitchen.,vidstg,1.3.1 Gaze
an adult holds a bottle filled with milk.,vidstg,1.2.2 Manipulative Contact
an adult in white watches a bicycle outdoor.,vidstg,1.3.1 Gaze
an adult in black clothes is above a horse.,vidstg,1.1 Relative Position
the adult in gray is waving hand to the adult in white.,vidstg,1.3.2 Indicative Gesture
a child on the left is next to another child on the right.,vidstg,1.1 Relative Position
an adult woman in blue pats a baby in blue in the swimming pool.,vidstg,1.2.2 Manipulative Contact
an adult on the left is towards another adult on the right.,vidstg,1.1 Relative Position
an adult man in red hugs a baby in white.,vidstg,1.2.3 Social/Affectionate Contact
an adult in white clothes rides a watercraft.,vidstg,2.4 Durational States & Non-Actions
an adult in white clothes rides a watercraft.,vidstg,2.4 Durational States & Non-Actions
a child in black is away a colorful piano in a room.,vidstg,3.1.1 Approach & Depart
an adult watches a child inside a room.,vidstg,1.3.1 Gaze
there is a white toy next to a baby in white clothes.,vidstg,1.1 Relative Position
there is a cow on the left pushing another cow on the right.,vidstg,3.3 Instantaneous Motion & Impact
there is a cow on the left pushing another cow on the right.,vidstg,3.3 Instantaneous Motion & Impact
there is a cow on the left pushing another cow on the right.,vidstg,3.3 Instantaneous Motion & Impact
an adult woman in weddding dress holds hand of another adult man in white in the wedding secene.,vidstg,1.2.3 Social/Affectionate Contact
there is a white baby seat beneath a yellow toy.,vidstg,1.1 Relative Position
child with crossed hands leaning on the sofa.,vidstg,1.2.1 Supportive Contact
child with crossed hands leaning on the sofa.,vidstg,1.2.1 Supportive Contact
an adult speaks to a child in the swimming pool.,vidstg,1.4 Communicative Acts
there is a gray duck towards a gray duck on the grass.,vidstg,1.1 Relative Position
an adult in red dress watches another adult playing a guitar.,vidstg,1.3.1 Gaze
there is a white cat leaning on an adult.,vidstg,1.2.1 Supportive Contact
there is a toy beneath a child in the playground.,vidstg,1.1 Relative Position
a child rides a ski on the road.,vidstg,3.1.1 Approach & Depart
a child rides a ski on the road.,vidstg,3.1.1 Approach & Depart
an adult is in front of another adult on the grass.,vidstg,1.1 Relative Position
an adult in pink holds hand of a child with a pink bow outdoors.,vidstg,1.2.3 Social/Affectionate Contact
an adult hugs a baby in the yard.,vidstg,1.2.3 Social/Affectionate Contact
an adult hugs a baby in the yard.,vidstg,1.2.3 Social/Affectionate Contact
there is a table in front of a chair.,vidstg,1.1 Relative Position
a baby is towards a sports ball on the grass.,vidstg,1.1 Relative Position
an adult in black hugs another adult in black.,vidstg,1.2.3 Social/Affectionate Contact
an adult is away from another adult in the room.,vidstg,1.1 Relative Position
an adult wearing beige pants holds hand of a baby in white clothes.,vidstg,1.2.2 Manipulative Contact
there is a cup away from a child in the playground.,vidstg,1.1 Relative Position
there are a yellow guitar next to an adult with gold hair on the stage.,vidstg,1.1 Relative Position
an adult is away from another adult in light blue clothes.,vidstg,1.1 Relative Position
an adult in black leans on a chair in the room.,vidstg,1.2.1 Supportive Contact
an adult in black leans on a chair in the room.,vidstg,1.2.1 Supportive Contact
an adult holds a blue and white cellphone.,vidstg,1.2.2 Manipulative Contact
there is a toy away a dog on the bed.,vidstg,1.1 Relative Position
an adult is in front of a baby in the kitchen.,vidstg,1.1 Relative Position
there is a silver car next to a blue bicycle on the road.,vidstg,1.1 Relative Position
a child in grey is away from a refrigerator in a room.,vidstg,1.1 Relative Position
an adult in blue speaks to another adult in white in the playground.,vidstg,1.4 Communicative Acts
an adult with a gold hat speaks to an another adult with a long hair in a church.,vidstg,1.4 Communicative Acts
an adult with a gold hat speaks to an another adult with a long hair in a church.,vidstg,1.4 Communicative Acts
there is a sink beneath a rat inside a room.,vidstg,1.1 Relative Position
there is a brown cat hugging a white cat.,vidstg,1.2.3 Social/Affectionate Contact
there is a duck chasing another duck in the river.,vidstg,3.1.1 Approach & Depart
an adult holds the fruits at home.,vidstg,1.2.2 Manipulative Contact
a child in blue is leaning on the white toy.,vidstg,1.2.1 Supportive Contact
a child is next to an another child.,vidstg,1.1 Relative Position
there is a squirrel next to an another squirrel.,vidstg,1.1 Relative Position
there is a leftmost duck speaking to a rightmost duck.,vidstg,1.4 Communicative Acts
a child waves hand to an adult man in red outdoors.,vidstg,1.3.2 Indicative Gesture
an adult woman in red pulls another adult on the snow.,vidstg,3.3 Instantaneous Motion & Impact
an adult woman in red pulls another adult on the snow.,vidstg,3.3 Instantaneous Motion & Impact
an adult man in purple is towards a table in the training room.,vidstg,1.1 Relative Position
a child in white grabs a toy.,vidstg,1.2.2 Manipulative Contact
a child in white grabs a toy.,vidstg,1.2.2 Manipulative Contact
a child in white grabs a toy.,vidstg,1.2.2 Manipulative Contact
an adult in blue clothes is above a bicycle.,vidstg,1.1 Relative Position
a child in blue leans on an adult man in plaid shirt.,vidstg,1.2.1 Supportive Contact
an adult in blue watches a child in white in the room.,vidstg,1.3.1 Gaze
an adult in yellow plays the guitar on stage.,vidstg,2.4 Durational States & Non-Actions
a child wearing white clothes is behind another child in the middle.,vidstg,1.1 Relative Position
there is hamster in front of the hamster.,vidstg,1.1 Relative Position
a child in black short is towards another child in yellow swimming ring.,vidstg,3.1.1 Approach & Depart
an adult in red is in front of another adult in green.,vidstg,1.1 Relative Position
an adult wearing a hat is behind the guitar.,vidstg,1.1 Relative Position
an adult wearing a hat is next to a female adult.,vidstg,1.1 Relative Position
an adult is behind another adult on stage.,vidstg,1.1 Relative Position
an adult in white clothes hugs a female adult.,vidstg,1.2.3 Social/Affectionate Contact
an adult on the left is next to another adult in the middle.,vidstg,1.1 Relative Position
there is a black camera in front of an adult in the ground.,vidstg,1.1 Relative Position
the dog is running towards the adult in black.,vidstg,3.1.1 Approach & Depart
a child is above a black sofa at home.,vidstg,1.1 Relative Position
there is a car away another car on the street.,vidstg,1.1 Relative Position
an adult woman in black watches a dish in the canteen.,vidstg,1.3.1 Gaze
the adult in white is speaking to the adult in black.,vidstg,1.4 Communicative Acts
an adult in red clothes is towards another adult in grey clothes.,vidstg,1.1 Relative Position
an adult man in black is above a khaki chair.,vidstg,1.1 Relative Position
an adult man is behind a guitar in the room.,vidstg,1.1 Relative Position
an adult in red clothes speaks to a child.,vidstg,1.4 Communicative Acts
there is an older dog in front of a younger dog outdoors.,vidstg,1.1 Relative Position
there is a brown dog away a baby.,vidstg,1.1 Relative Position
a child is towards a dog in a yard.,vidstg,3.1.1 Approach & Depart
there is a ball orange in front of a child in plaid shirt.,vidstg,1.1 Relative Position
a baby in yellow clothes leans on a green baby seat.,vidstg,1.2.1 Supportive Contact
a baby in yellow clothes leans on a green baby seat.,vidstg,1.2.1 Supportive Contact
a baby in yellow clothes leans on a green baby seat.,vidstg,1.2.1 Supportive Contact
a baby in yellow clothes leans on a green baby seat.,vidstg,1.2.1 Supportive Contact
an adult in yellow watches another adult on stage.,vidstg,1.3.1 Gaze
a child plays the guitar inside a room.,vidstg,2.4 Durational States & Non-Actions
a child in black clothes plays the guitar.,vidstg,2.4 Durational States & Non-Actions
a baby in brown is in front of a toy in the room.,vidstg,1.1 Relative Position
a child in cyan leans on a sofa at home.,vidstg,1.2.1 Supportive Contact
an adult in blue leans on a sofa.,vidstg,1.2.1 Supportive Contact
a child in black is beneath a toy on the ground.,vidstg,1.1 Relative Position
an adult holds hand of a child on the grassland.,vidstg,1.2.3 Social/Affectionate Contact
an adult holds hand of a child on the grassland.,vidstg,1.2.3 Social/Affectionate Contact
there is a ski beneath an adult on the snow.,vidstg,1.1 Relative Position
an adult man in black is above a ski on the snow.,vidstg,1.1 Relative Position
a child is away from another child outdoors.,vidstg,1.1 Relative Position
an adult holds the guitar inside a room.,vidstg,1.2.2 Manipulative Contact
a child leans on a table in the room.,vidstg,1.2.1 Supportive Contact
a child leans on a table in the room.,vidstg,1.2.1 Supportive Contact
the adult in white is playing(instrument) the guitar.,vidstg,1.2.2 Manipulative Contact
a baby bites a toy in the room.,vidstg,1.2.2 Manipulative Contact
there are a yellow fruits above a silver microwave in the kitchen.,vidstg,1.1 Relative Position
an adult man in black carries another adult man in black.,vidstg,3.2 Object Transference
an adult man in black carries another adult man in black.,vidstg,3.2 Object Transference
an adult man in black carries another adult man in black.,vidstg,3.2 Object Transference
an adult man in black carries another adult man in black.,vidstg,3.2 Object Transference
an adult man in black carries another adult man in black.,vidstg,3.2 Object Transference
an adult man in black carries another adult man in black.,vidstg,3.2 Object Transference
an adult in black speaks to another adult in the bar.,vidstg,1.4 Communicative Acts
an adult in black speaks to another adult in the bar.,vidstg,1.4 Communicative Acts
an adult in black speaks to another adult in the bar.,vidstg,1.4 Communicative Acts
an adult in black speaks to another adult in the bar.,vidstg,2.4 Durational States & Non-Actions
an adult in black speaks to another adult in the bar.,vidstg,1.4 Communicative Acts
an adult in black speaks to another adult in the bar.,vidstg,1.4 Communicative Acts
an adult in black speaks to another adult in the bar.,vidstg,1.4 Communicative Acts
an adult leans on a chair in the living room.,vidstg,1.2.1 Supportive Contact
there is a camera in front of an adult with white hair.,vidstg,1.1 Relative Position
there is a sofa next to an adult in blue clothes.,vidstg,1.1 Relative Position
an adult hits another adult on the ground.,vidstg,3.3 Instantaneous Motion & Impact
an adult in white rides a horse on the ground.,vidstg,3.1.1 Approach & Depart
a child in red clothes holds a handbag.,vidstg,1.2.2 Manipulative Contact
a child in red clothes holds a handbag.,vidstg,1.2.2 Manipulative Contact
an adult in red clothes carries a red handbag.,vidstg,1.2.2 Manipulative Contact
there is a watercraft beneath an adult on the water.,vidstg,1.1 Relative Position
there is a clack chair behind an adult at office.,vidstg,1.1 Relative Position
a child with blond-hair is above an adult wearing glasses.,vidstg,1.1 Relative Position
the adult is above the other adult in the sea.,vidstg,1.1 Relative Position
a baby leans on a chair at home.,vidstg,1.2.1 Supportive Contact
an adult with white-hair kicks a sports ball.,vidstg,3.3 Instantaneous Motion & Impact
an adult with white-hair kicks a sports ball.,vidstg,3.3 Instantaneous Motion & Impact
there is a screen in front of a man above the table.,vidstg,1.1 Relative Position
there is a black laptop next to a dog at home.,vidstg,1.1 Relative Position
an adult wearing a yellow hat presses a child in red clothes.,vidstg,1.2.2 Manipulative Contact
an adult in white is in front of another adult in yellow on the stage.,vidstg,1.1 Relative Position
a child is towards an adult outside a room.,vidstg,1.1 Relative Position
a child in red clothes holds a gray toy.,vidstg,1.2.2 Manipulative Contact
a child in red clothes holds a gray toy.,vidstg,1.2.2 Manipulative Contact
there is a brown dog towards a blue baby seat on the ground.,vidstg,1.1 Relative Position
